id_trajectory,id_in_seq,initial state,current_state,goal_state,out_action,timesteps
174,4,"[0, 0, 1, 0, 0, 0]","[36.363271979631776, -19.66595863066488, 14.213479525399412, 0.18227434271405815, -0.4112634881820345, -0.004748752701015654]","[49.6526345865548, -23.501922947811988, 0, 0, 0, 0]","[-0.01745, 0.0]",1
174,5,"[0, 0, 1, 0, 0, 0]","[49.63990111526552, -24.246662810279858, 14.111830663049451, 0.3470328618756902, -0.20831347764302238, 0.006098390979511495]","[49.6526345865548, -23.501922947811988, 0, 0, 0, 0]",[],1
175,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[79.04438244789203, -26.437084335244464, 0, 0, 0, 0]","[-0.0, 0.0]",1
175,1,"[0, 0, 1, 0, 0, 0]","[4.833593742993324, -1.9561447297269416, 7.023492212473488, 0.33250685111525674, -0.53210536563414, -0.011984719408558431]","[79.04438244789203, -26.437084335244464, 0, 0, 0, 0]","[-0.03491, 0.0]",1
175,2,"[0, 0, 1, 0, 0, 0]","[12.612464945325433, -6.414631886558411, 10.502988644505477, 0.46632836656949544, -0.36690981983098037, 0.009154565078148229]","[79.04438244789203, -26.437084335244464, 0, 0, 0, 0]","[-0.0, 0.0]",1
175,3,"[0, 0, 1, 0, 0, 0]","[22.855260008498995, -11.936648989063372, 12.94286567904406, 0.18356545065661392, -0.5643054319059478, -0.005006183219837302]","[79.04438244789203, -26.437084335244464, 0, 0, 0, 0]","[-0.01745, 0.0]",1
175,4,"[0, 0, 1, 0, 0, 0]","[35.089163817820044, -18.45367632098015, 14.4496614273127, 0.3387683217793982, -0.3632897607010796, 0.006851260238893657]","[79.04438244789203, -26.437084335244464, 0, 0, 0, 0]","[-0.01745, 0.0]",1
175,5,"[0, 0, 1, 0, 0, 0]","[48.79044361102849, -22.443778241567777, 13.887945079973587, 0.34898289679953126, -0.1599732852039526, 0.005725643619654805]","[79.04438244789203, -26.437084335244464, 0, 0, 0, 0]","[-0.0, 0.0]",1
175,6,"[0, 0, 1, 0, 0, 0]","[61.85261112729248, -25.930061325883226, 13.508035455733443, 0.19577815125595419, -0.3325350514617259, -0.005355931911642761]","[79.04438244789203, -26.437084335244464, 0, 0, 0, 0]","[-0.03491, 0.0]",1
175,7,"[0, 0, 1, 0, 0, 0]","[74.63677877897476, -27.611389131411364, 11.889859658835753, 0.4862720705098722, 0.13423513051768735, 0.01218545062102014]","[79.04438244789203, -26.437084335244464, 0, 0, 0, 0]","[-0.0, 0.0]",1
175,8,"[0, 0, 1, 0, 0, 0]","[79.04163631188462, -27.306535533230242, 10.828041464116577, 0.24965378384599352, 0.045008334220632856, -0.007746812551257858]","[79.04438244789203, -26.437084335244464, 0, 0, 0, 0]",[],1
176,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[61.284460542627315, -28.98754916810421, 0, 0, 0, 0]","[-0.01745, 0.0]",1
176,1,"[0, 0, 1, 0, 0, 0]","[4.825840764969672, -1.7019249877721245, 6.654846780400203, 0.4363682118768771, -0.4247275532176861, -0.00819497199749176]","[61.284460542627315, -28.98754916810421, 0, 0, 0, 0]","[-0.0, 0.0]",1
176,2,"[0, 0, 1, 0, 0, 0]","[11.908711666369443, -6.842457062660174, 11.025363585022877, 0.19233536189469222, -0.7062187299455552, -0.005665471857893327]","[61.284460542627315, -28.98754916810421, 0, 0, 0, 0]","[-0.0, 0.0]",1
176,3,"[0, 0, 1, 0, 0, 0]","[21.163316669413486, -16.210905514575344, 15.201470759900397, 0.1309749545657247, -0.8312161372418317, -0.0027038181511456257]","[61.284460542627315, -28.98754916810421, 0, 0, 0, 0]","[-0.03491, 0.0]",1
176,4,"[0, 0, 1, 0, 0, 0]","[34.812093602507545, -23.863228438785335, 15.722031555967154, 0.5200784971111696, -0.1372240553057255, 0.020750333659822075]","[61.284460542627315, -28.98754916810421, 0, 0, 0, 0]","[-0.0, 0.0]",1
176,5,"[0, 0, 1, 0, 0, 0]","[49.306282079611435, -27.137668807562473, 14.392681654255439, 0.18781972524531454, -0.2867440723975881, -0.0049192328416507655]","[61.284460542627315, -28.98754916810421, 0, 0, 0, 0]","[-0.01745, 0.0]",1
176,6,"[0, 0, 1, 0, 0, 0]","[61.275279081747684, -29.891611829970802, 13.524861968277953, 0.3506822982662507, -0.12135833625582837, 0.005170322728704648]","[61.284460542627315, -28.98754916810421, 0, 0, 0, 0]",[],1
177,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[67.89263742765152, -14.111452701769753, 0, 0, 0, 0]","[-0.0, 0.0]",1
177,1,"[0, 0, 1, 0, 0, 0]","[4.833593742993324, -1.9561447297269416, 7.023492212473488, 0.33250685111525674, -0.53210536563414, -0.011984719408558431]","[67.89263742765152, -14.111452701769753, 0, 0, 0, 0]","[-0.0, 0.0]",1
177,2,"[0, 0, 1, 0, 0, 0]","[11.979867312536674, -8.052150652242632, 11.837087637947002, 0.17058715791727982, -0.77292302029129, -0.004711596121476739]","[67.89263742765152, -14.111452701769753, 0, 0, 0, 0]","[-0.10472, 0.0]",1
177,3,"[0, 0, 1, 0, 0, 0]","[22.52281048703443, -8.799533645374312, 9.286617233240127, 0.8258331878680873, 0.7748373575766553, 0.037487570346600343]","[67.89263742765152, -14.111452701769753, 0, 0, 0, 0]","[-0.10472, 0.0]",1
177,4,"[0, 0, 1, 0, 0, 0]","[24.01097933700549, -7.203866082241357, 6.972982635836743, 0.6697736320403787, 1.046512899888763, 0.026730014593438677]","[67.89263742765152, -14.111452701769753, 0, 0, 0, 0]","[-0.0, 0.0]",1
177,5,"[0, 0, 1, 0, 0, 0]","[26.432343259547526, -5.258517399020091, 2.5887934435049607, 0.8752791446107835, -0.4485513036069779, -0.12124458721149603]","[67.89263742765152, -14.111452701769753, 0, 0, 0, 0]","[-0.0, 0.0]",1
177,6,"[0, 0, 1, 0, 0, 0]","[29.571961138911185, -10.154653579699454, 9.658263486376072, 0.1470755081906285, -1.0471018062129243, -0.00421287790697924]","[67.89263742765152, -14.111452701769753, 0, 0, 0, 0]","[-0.06981, 0.0]",1
177,7,"[0, 0, 1, 0, 0, 0]","[38.976516768935326, -16.48350494118161, 12.455376922794516, 0.7581916370056743, -0.02876967101720311, 0.03316669127090037]","[67.89263742765152, -14.111452701769753, 0, 0, 0, 0]","[-0.0, 0.0]",1
177,8,"[0, 0, 1, 0, 0, 0]","[50.69763777352229, -18.29552287116473, 11.709317471796139, 0.2275484583500102, -0.24258864142749606, -0.006822588761925626]","[67.89263742765152, -14.111452701769753, 0, 0, 0, 0]","[-0.05236, 0.0]",1
177,9,"[0, 0, 1, 0, 0, 0]","[61.50238034324309, -18.241698790575708, 9.401193017705475, 0.575771375341216, 0.34214068860247365, 0.013710454340608991]","[67.89263742765152, -14.111452701769753, 0, 0, 0, 0]","[-0.08727, 0.0]",1
177,10,"[0, 0, 1, 0, 0, 0]","[67.15176320734966, -15.073004799304812, 3.2855955122944462, 0.7236656062621014, 0.787459893669916, -0.007815070175718853]","[67.89263742765152, -14.111452701769753, 0, 0, 0, 0]",[],1
178,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[75.40597350743538, -34.92576968951458, 0, 0, 0, 0]","[-0.0, 0.0]",1
178,1,"[0, 0, 1, 0, 0, 0]","[4.833593742993324, -1.9561447297269416, 7.023492212473488, 0.33250685111525674, -0.53210536563414, -0.011984719408558431]","[75.40597350743538, -34.92576968951458, 0, 0, 0, 0]","[-0.03491, 0.0]",1
178,2,"[0, 0, 1, 0, 0, 0]","[12.612464945325433, -6.414631886558411, 10.502988644505477, 0.46632836656949544, -0.36690981983098037, 0.009154565078148229]","[75.40597350743538, -34.92576968951458, 0, 0, 0, 0]","[-0.0, 0.0]",1
178,3,"[0, 0, 1, 0, 0, 0]","[22.855260008498995, -11.936648989063372, 12.94286567904406, 0.18356545065661392, -0.5643054319059478, -0.005006183219837302]","[75.40597350743538, -34.92576968951458, 0, 0, 0, 0]","[-0.0, 0.0]",1
178,4,"[0, 0, 1, 0, 0, 0]","[34.24796000072468, -20.517997445740242, 15.591712152047128, 0.14457973132579052, -0.6904670282773935, -0.0031478989907773895]","[75.40597350743538, -34.92576968951458, 0, 0, 0, 0]","[-0.01745, 0.0]",1
178,5,"[0, 0, 1, 0, 0, 0]","[48.02828892168293, -29.084072925110835, 16.51391149311733, 0.34119663918589227, -0.38360197253232153, 0.009581904617188868]","[75.40597350743538, -34.92576968951458, 0, 0, 0, 0]","[-0.01745, 0.0]",1
178,6,"[0, 0, 1, 0, 0, 0]","[63.319917414608, -33.25559146365752, 15.012853832513144, 0.3497848040892338, -0.11356779146728146, 0.007241428824194685]","[75.40597350743538, -34.92576968951458, 0, 0, 0, 0]","[-0.0, 0.0]",1
178,7,"[0, 0, 1, 0, 0, 0]","[75.39553218540063, -35.634260888795325, 13.863200353760584, 0.1956008637897186, -0.25230944430217594, -0.005287536478182424]","[75.40597350743538, -34.92576968951458, 0, 0, 0, 0]",[],1
179,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[56.00216528729226, -27.460375123715306, 0, 0, 0, 0]","[-0.0, 0.0]",1
179,1,"[0, 0, 1, 0, 0, 0]","[4.833593742993324, -1.9561447297269416, 7.023492212473488, 0.33250685111525674, -0.53210536563414, -0.011984719408558431]","[56.00216528729226, -27.460375123715306, 0, 0, 0, 0]","[-0.0, 0.0]",1
179,2,"[0, 0, 1, 0, 0, 0]","[11.979867312536674, -8.052150652242632, 11.837087637947002, 0.17058715791727982, -0.77292302029129, -0.004711596121476739]","[56.00216528729226, -27.460375123715306, 0, 0, 0, 0]","[-0.03491, 0.0]",1
179,3,"[0, 0, 1, 0, 0, 0]","[23.23865560849336, -14.91922810114073, 13.975820497456985, 0.49576301739731354, -0.25219182012402674, 0.017129836699208065]","[56.00216528729226, -27.460375123715306, 0, 0, 0, 0]","[-0.0, 0.0]",1
179,4,"[0, 0, 1, 0, 0, 0]","[36.363271979631776, -19.66595863066488, 14.213479525399412, 0.18227434271405815, -0.4112634881820345, -0.004748752701015654]","[56.00216528729226, -27.460375123715306, 0, 0, 0, 0]","[-0.0, 0.0]",1
179,5,"[0, 0, 1, 0, 0, 0]","[49.339699128272756, -26.647068794168028, 15.406545104011387, 0.16004902885178676, -0.5455229840762691, -0.003746247769179117]","[56.00216528729226, -27.460375123715306, 0, 0, 0, 0]","[-0.08727, 0.0]",1
179,6,"[0, 0, 1, 0, 0, 0]","[55.99109217807611, -28.02639053477051, 14.243817519551516, 0.9636056525074882, 0.26037092449653404, 0.05151855981135015]","[56.00216528729226, -27.460375123715306, 0, 0, 0, 0]",[],1
180,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[59.586099066281164, -18.887130337669163, 0, 0, 0, 0]","[-0.0, 0.0]",1
180,1,"[0, 0, 1, 0, 0, 0]","[4.833593742993324, -1.9561447297269416, 7.023492212473488, 0.33250685111525674, -0.53210536563414, -0.011984719408558431]","[59.586099066281164, -18.887130337669163, 0, 0, 0, 0]","[-0.0, 0.0]",1
180,2,"[0, 0, 1, 0, 0, 0]","[11.979867312536674, -8.052150652242632, 11.837087637947002, 0.17058715791727982, -0.77292302029129, -0.004711596121476739]","[59.586099066281164, -18.887130337669163, 0, 0, 0, 0]","[-0.03491, 0.0]",1
180,3,"[0, 0, 1, 0, 0, 0]","[23.23865560849336, -14.91922810114073, 13.975820497456985, 0.49576301739731354, -0.25219182012402674, 0.017129836699208065]","[59.586099066281164, -18.887130337669163, 0, 0, 0, 0]","[-0.0, 0.0]",1
180,4,"[0, 0, 1, 0, 0, 0]","[36.363271979631776, -19.66595863066488, 14.213479525399412, 0.18227434271405815, -0.4112634881820345, -0.004748752701015654]","[59.586099066281164, -18.887130337669163, 0, 0, 0, 0]","[-0.03491, 0.0]",1
180,5,"[0, 0, 1, 0, 0, 0]","[49.804968822529354, -22.090560214624034, 12.70637505126438, 0.49158234069391554, 0.11466201906850308, 0.014092011053362002]","[59.586099066281164, -18.887130337669163, 0, 0, 0, 0]","[-0.03491, 0.0]",1
180,6,"[0, 0, 1, 0, 0, 0]","[59.57920512109171, -19.82481292428006, 8.696263847719335, 0.47133857708005056, 0.400701752181865, 0.004592610068097336]","[59.586099066281164, -18.887130337669163, 0, 0, 0, 0]",[],1
181,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[74.86719036508883, -20.527195944524802, 0, 0, 0, 0]","[-0.05236, 0.0]",1
181,1,"[0, 0, 1, 0, 0, 0]","[4.745068697222255, -1.2437566999243914, 5.915146749566081, 0.6180499312841097, -0.22818002319939584, -0.00242293497127862]","[74.86719036508883, -20.527195944524802, 0, 0, 0, 0]","[-0.0, 0.0]",1
181,2,"[0, 0, 1, 0, 0, 0]","[11.340265584650075, -4.808308579295759, 9.458643202613153, 0.23948448844563003, -0.5979603954845759, -0.007738665851972252]","[74.86719036508883, -20.527195944524802, 0, 0, 0, 0]","[-0.01745, 0.0]",1
181,3,"[0, 0, 1, 0, 0, 0]","[20.719584286539398, -11.123640176787681, 12.845605994328691, 0.328166690337091, -0.5072912746286896, 0.005024602799358352]","[74.86719036508883, -20.527195944524802, 0, 0, 0, 0]","[-0.01745, 0.0]",1
181,4,"[0, 0, 1, 0, 0, 0]","[33.01292323188023, -16.929522936614966, 14.044958375196048, 0.3413735060268649, -0.3226582035813795, 0.006203211518231665]","[74.86719036508883, -20.527195944524802, 0, 0, 0, 0]","[-0.01745, 0.0]",1
181,5,"[0, 0, 1, 0, 0, 0]","[46.38636527654319, -20.40780782686003, 13.411772793180116, 0.3504069522012177, -0.14112566429024112, 0.005022128088319615]","[74.86719036508883, -20.527195944524802, 0, 0, 0, 0]","[-0.0, 0.0]",1
181,6,"[0, 0, 1, 0, 0, 0]","[59.05505398735241, -23.616352880419093, 13.095393808165868, 0.20170495146083647, -0.32356488678925, -0.005641189580474963]","[74.86719036508883, -20.527195944524802, 0, 0, 0, 0]","[-0.05236, 0.0]",1
181,7,"[0, 0, 1, 0, 0, 0]","[71.02393639028307, -23.694980128655377, 10.387453239782117, 0.5809884126554197, 0.39254513648098427, 0.017294249616574626]","[74.86719036508883, -20.527195944524802, 0, 0, 0, 0]","[-0.08727, 0.0]",1
181,8,"[0, 0, 1, 0, 0, 0]","[74.86713141362387, -21.433319225962574, 6.976829485438263, 0.6489593237212363, 0.8231894695480036, 0.018925787272984926]","[74.86719036508883, -20.527195944524802, 0, 0, 0, 0]",[],1
182,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[31.348451072071327, -17.27081086236454, 0, 0, 0, 0]","[-0.0, 0.0]",1
182,1,"[0, 0, 1, 0, 0, 0]","[4.833593742993324, -1.9561447297269416, 7.023492212473488, 0.33250685111525674, -0.53210536563414, -0.011984719408558431]","[31.348451072071327, -17.27081086236454, 0, 0, 0, 0]","[-0.0, 0.0]",1
182,2,"[0, 0, 1, 0, 0, 0]","[11.979867312536674, -8.052150652242632, 11.837087637947002, 0.17058715791727982, -0.77292302029129, -0.004711596121476739]","[31.348451072071327, -17.27081086236454, 0, 0, 0, 0]","[-0.03491, 0.0]",1
182,3,"[0, 0, 1, 0, 0, 0]","[23.23865560849336, -14.91922810114073, 13.975820497456985, 0.49576301739731354, -0.25219182012402674, 0.017129836699208065]","[31.348451072071327, -17.27081086236454, 0, 0, 0, 0]","[-0.01745, 0.0]",1
182,4,"[0, 0, 1, 0, 0, 0]","[31.338079625782672, -16.75997161091661, 13.445046976687124, 0.3501948042445861, -0.1458420228711804, 0.005074963818704781]","[31.348451072071327, -17.27081086236454, 0, 0, 0, 0]",[],1
183,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[83.14551648978319, -10.545977061889491, 0, 0, 0, 0]","[-0.06981, 0.0]",1
183,1,"[0, 0, 1, 0, 0, 0]","[4.683373927080971, -1.0494601169330304, 5.562963654525686, 0.696095021112443, -0.13999232467588907, -0.0003342984692560231]","[83.14551648978319, -10.545977061889491, 0, 0, 0, 0]","[-0.05236, 0.0]",1
183,2,"[0, 0, 1, 0, 0, 0]","[10.902080821033598, -2.6776742151151445, 7.136667612131196, 0.5933071373994373, -0.13698271949971588, 0.0037944484801089367]","[83.14551648978319, -10.545977061889491, 0, 0, 0, 0]","[-0.01745, 0.0]",1
183,3,"[0, 0, 1, 0, 0, 0]","[18.456596959323928, -4.915416448769591, 8.788010720559843, 0.3857334603334621, -0.30225243753113423, -0.002840870328474906]","[83.14551648978319, -10.545977061889491, 0, 0, 0, 0]","[-0.10472, 0.0]",1
183,4,"[0, 0, 1, 0, 0, 0]","[26.436877133343696, -4.433160419664182, 6.383711996576628, 0.7616803349591157, 0.5951489651281897, 0.018253584327271637]","[83.14551648978319, -10.545977061889491, 0, 0, 0, 0]","[-0.01745, 0.0]",1
183,5,"[0, 0, 1, 0, 0, 0]","[30.609731934569826, -3.31867757435912, 3.6234649682396856, 0.8255504477762637, -0.02990830375407, -0.0379792374414592]","[83.14551648978319, -10.545977061889491, 0, 0, 0, 0]","[-0.05236, 0.0]",1
183,6,"[0, 0, 1, 0, 0, 0]","[35.38009512088109, -5.4824777863302465, 6.896987326640696, 0.578256177698532, -0.34716009225132044, 0.0031899861596492284]","[83.14551648978319, -10.545977061889491, 0, 0, 0, 0]","[-0.06981, 0.0]",1
183,7,"[0, 0, 1, 0, 0, 0]","[42.90568208562703, -7.303791720501647, 7.949600864847405, 0.673224300515274, 0.05848030031928036, 0.013640533799554318]","[83.14551648978319, -10.545977061889491, 0, 0, 0, 0]","[-0.03491, 0.0]",1
183,8,"[0, 0, 1, 0, 0, 0]","[50.35239126395336, -7.391165584783618, 7.0010920516854345, 0.5245934120193867, 0.03863342985413242, -0.0022544695345563257]","[83.14551648978319, -10.545977061889491, 0, 0, 0, 0]","[-0.01745, 0.0]",1
183,9,"[0, 0, 1, 0, 0, 0]","[57.3376284312429, -8.448774817433641, 7.508207139744029, 0.4267777513663033, -0.20124012376645212, -0.006278119228479049]","[83.14551648978319, -10.545977061889491, 0, 0, 0, 0]","[-0.06981, 0.0]",1
183,10,"[0, 0, 1, 0, 0, 0]","[64.91100621156404, -9.169916648349412, 7.162376362123553, 0.6689335049015671, 0.17883867244998178, 0.00989317464037562]","[83.14551648978319, -10.545977061889491, 0, 0, 0, 0]","[-0.0, 0.0]",1
183,11,"[0, 0, 1, 0, 0, 0]","[71.67421886285612, -9.799244273014498, 7.203852593043299, 0.35842321391716764, -0.25057249506190027, -0.01276689895502499]","[83.14551648978319, -10.545977061889491, 0, 0, 0, 0]","[-0.05236, 0.0]",1
183,12,"[0, 0, 1, 0, 0, 0]","[79.34815746175637, -11.51785930555569, 8.13256634307303, 0.5872684865609699, -0.028211694430982405, 0.008093224399555659]","[83.14551648978319, -10.545977061889491, 0, 0, 0, 0]","[-0.08727, 0.0]",1
183,13,"[0, 0, 1, 0, 0, 0]","[83.13925587838443, -11.415071288048916, 7.313753771377698, 0.7420824258934309, 0.2664120631839658, 0.016701722186427258]","[83.14551648978319, -10.545977061889491, 0, 0, 0, 0]",[],1
184,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[47.221851923040866, -18.385687519695114, 0, 0, 0, 0]","[-0.0, 0.0]",1
184,1,"[0, 0, 1, 0, 0, 0]","[4.833593742993324, -1.9561447297269416, 7.023492212473488, 0.33250685111525674, -0.53210536563414, -0.011984719408558431]","[47.221851923040866, -18.385687519695114, 0, 0, 0, 0]","[-0.03491, 0.0]",1
184,2,"[0, 0, 1, 0, 0, 0]","[12.612464945325433, -6.414631886558411, 10.502988644505477, 0.46632836656949544, -0.36690981983098037, 0.009154565078148229]","[47.221851923040866, -18.385687519695114, 0, 0, 0, 0]","[-0.0, 0.0]",1
184,3,"[0, 0, 1, 0, 0, 0]","[22.855260008498995, -11.936648989063372, 12.94286567904406, 0.18356545065661392, -0.5643054319059478, -0.005006183219837302]","[47.221851923040866, -18.385687519695114, 0, 0, 0, 0]","[-0.03491, 0.0]",1
184,4,"[0, 0, 1, 0, 0, 0]","[35.394365034748674, -16.415511505450052, 13.191657633677146, 0.4953711814654019, -0.05494003355805421, 0.015157938155790066]","[47.221851923040866, -18.385687519695114, 0, 0, 0, 0]","[-0.0, 0.0]",1
184,5,"[0, 0, 1, 0, 0, 0]","[47.216785191015454, -18.37472311407433, 12.324178224280397, 0.2173346029223355, -0.2428360133419904, -0.006339877245150329]","[47.221851923040866, -18.385687519695114, 0, 0, 0, 0]",[],1
185,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[39.45282006398993, -3.7396180567666013, 0, 0, 0, 0]","[-0.01745, 0.0]",1
185,1,"[0, 0, 1, 0, 0, 0]","[4.825840764969672, -1.7019249877721245, 6.654846780400203, 0.4363682118768771, -0.4247275532176861, -0.00819497199749176]","[39.45282006398993, -3.7396180567666013, 0, 0, 0, 0]","[-0.08727, 0.0]",1
185,2,"[0, 0, 1, 0, 0, 0]","[12.175350367400775, -3.499430014502206, 7.669677398501387, 0.7522467688429137, 0.15159828626089436, 0.018412977306914612]","[39.45282006398993, -3.7396180567666013, 0, 0, 0, 0]","[-0.06981, 0.0]",1
185,3,"[0, 0, 1, 0, 0, 0]","[18.483440392454625, -2.400347198279445, 4.940434101760246, 0.6974922627692474, 0.33812331701682036, -0.002571137350401673]","[39.45282006398993, -3.7396180567666013, 0, 0, 0, 0]","[-0.03491, 0.0]",1
185,4,"[0, 0, 1, 0, 0, 0]","[22.86309263646281, -2.5876732900164914, 4.70377352947333, 0.6441246131713924, -0.1526427634095729, -0.014556204049805021]","[39.45282006398993, -3.7396180567666013, 0, 0, 0, 0]","[-0.08727, 0.0]",1
185,5,"[0, 0, 1, 0, 0, 0]","[28.349671171065417, -3.971622029910121, 6.216094960460852, 0.7478307215480042, -0.016901303866897425, 0.008909620788429853]","[39.45282006398993, -3.7396180567666013, 0, 0, 0, 0]","[-0.05236, 0.0]",1
185,6,"[0, 0, 1, 0, 0, 0]","[34.6809739449852, -4.726375202007006, 6.46520069975755, 0.6107618161773517, -0.019233160756639688, 0.0005226594513290843]","[39.45282006398993, -3.7396180567666013, 0, 0, 0, 0]","[-0.10472, 0.0]",1
185,7,"[0, 0, 1, 0, 0, 0]","[39.45110993202497, -4.6082197072058575, 5.388867641985183, 0.8019086044319327, 0.30936159166163735, 0.00848386747376142]","[39.45282006398993, -3.7396180567666013, 0, 0, 0, 0]",[],1
186,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[88.99136052557763, -11.277210833746258, 0, 0, 0, 0]","[-0.0, 0.0]",1
186,1,"[0, 0, 1, 0, 0, 0]","[4.833593742993324, -1.9561447297269416, 7.023492212473488, 0.33250685111525674, -0.53210536563414, -0.011984719408558431]","[88.99136052557763, -11.277210833746258, 0, 0, 0, 0]","[-0.06981, 0.0]",1
186,2,"[0, 0, 1, 0, 0, 0]","[12.70559334174142, -4.891237127357585, 9.035515188882433, 0.683261539707156, -0.006586382029365406, 0.018754427193272413]","[88.99136052557763, -11.277210833746258, 0, 0, 0, 0]","[-0.01745, 0.0]",1
186,3,"[0, 0, 1, 0, 0, 0]","[21.439965973621224, -5.774531121535924, 8.699768778086955, 0.3985672825989649, -0.10738594648936366, -0.0033733518557702027]","[88.99136052557763, -11.277210833746258, 0, 0, 0, 0]","[-0.05236, 0.0]",1
186,4,"[0, 0, 1, 0, 0, 0]","[29.76049718422607, -5.999967105068846, 7.581926468888771, 0.5873551068655661, 0.17623955873505573, 0.006126681493874892]","[88.99136052557763, -11.277210833746258, 0, 0, 0, 0]","[-0.01745, 0.0]",1
186,5,"[0, 0, 1, 0, 0, 0]","[36.67545408837079, -6.026221026858782, 6.726874765943275, 0.4616298121084442, -0.07354325674935047, -0.008741637151273738]","[88.99136052557763, -11.277210833746258, 0, 0, 0, 0]","[-0.10472, 0.0]",1
186,6,"[0, 0, 1, 0, 0, 0]","[42.880338681424476, -5.748759165790371, 5.079323486470033, 0.7964593986887706, 0.3788999509942398, 0.006502521069218484]","[88.99136052557763, -11.277210833746258, 0, 0, 0, 0]","[-0.06981, 0.0]",1
186,7,"[0, 0, 1, 0, 0, 0]","[47.04423406613918, -5.665356628247532, 4.265422718315505, 0.8135131835475911, -0.11332263133291928, -0.01764477144848177]","[88.99136052557763, -11.277210833746258, 0, 0, 0, 0]","[-0.08727, 0.0]",1
186,8,"[0, 0, 1, 0, 0, 0]","[52.221789859166876, -7.164980690407609, 6.164146638788022, 0.7466982798672056, -0.06842261867025975, 0.008509776262867313]","[88.99136052557763, -11.277210833746258, 0, 0, 0, 0]","[-0.05236, 0.0]",1
186,9,"[0, 0, 1, 0, 0, 0]","[58.67855308288301, -8.200883187082724, 6.7820698020702395, 0.6030366484346733, -0.045340169026407515, 0.0020834544472164945]","[88.99136052557763, -11.277210833746258, 0, 0, 0, 0]","[-0.05236, 0.0]",1
186,10,"[0, 0, 1, 0, 0, 0]","[65.47885777137935, -8.864352435895045, 6.731257014542475, 0.6044868737085813, 0.026345032189867824, 0.0019148340364661984]","[88.99136052557763, -11.277210833746258, 0, 0, 0, 0]","[-0.01745, 0.0]",1
186,11,"[0, 0, 1, 0, 0, 0]","[72.29923400368078, -10.071977357992383, 7.500669029780769, 0.4253419642080156, -0.22736622738299334, -0.006251911787903174]","[88.99136052557763, -11.277210833746258, 0, 0, 0, 0]","[-0.08727, 0.0]",1
186,12,"[0, 0, 1, 0, 0, 0]","[79.69585151755437, -10.425757833387312, 6.606020426554186, 0.733166788662563, 0.31414867625628595, 0.012626271189725535]","[88.99136052557763, -11.277210833746258, 0, 0, 0, 0]","[-0.0, 0.0]",1
186,13,"[0, 0, 1, 0, 0, 0]","[85.49927675429194, -10.442279562225647, 5.971842787554779, 0.43396479196704923, -0.1933123673202834, -0.016182646466894823]","[88.99136052557763, -11.277210833746258, 0, 0, 0, 0]","[-0.05236, 0.0]",1
186,14,"[0, 0, 1, 0, 0, 0]","[88.98790456995326, -11.466806435253874, 6.989573594672283, 0.5930704920974437, -0.1812788946158635, 0.0031580406495012032]","[88.99136052557763, -11.277210833746258, 0, 0, 0, 0]",[],1
187,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[66.37269712820489, -11.093867158579418, 0, 0, 0, 0]","[-0.08727, 0.0]",1
187,1,"[0, 0, 1, 0, 0, 0]","[4.646300694829413, -0.9288265457656708, 5.318922597877633, 0.7632488542210142, -0.06590402316150178, 0.0020554660519761614]","[66.37269712820489, -11.093867158579418, 0, 0, 0, 0]","[-0.05236, 0.0]",1
187,2,"[0, 0, 1, 0, 0, 0]","[10.510540485207274, -2.284513717241832, 6.673742083938199, 0.6022209252013463, -0.1348264941679336, 0.0015579026338037728]","[66.37269712820489, -11.093867158579418, 0, 0, 0, 0]","[-0.08727, 0.0]",1
187,3,"[0, 0, 1, 0, 0, 0]","[17.135642614312623, -2.6199375814669446, 6.02284451570481, 0.741376932410694, 0.2423352575293906, 0.008421640719197597]","[66.37269712820489, -11.093867158579418, 0, 0, 0, 0]","[-0.06981, 0.0]",1
187,4,"[0, 0, 1, 0, 0, 0]","[22.198599295294706, -2.1526374242608726, 4.346538409038655, 0.7574591578234585, 0.1478486175227373, -0.009069066937060782]","[66.37269712820489, -11.093867158579418, 0, 0, 0, 0]","[-0.08727, 0.0]",1
